,aff_id,aff_name,country
1963,016D60E4,messier bugatti dowty,
1964,017148B8,chengdu university of information technology,China
1965,01741490,indiana university school of medicine,United States
1966,01793F40,new zealand nurses organisation,New Zealand
1967,0197E0DD,foothill college,United States
1968,01990542,jomo kenyatta university of agriculture and technology,Kenya
1969,019AA124,hamline university school of law,
1970,01B7A80D,civil aviation university of china,China
1971,01BDBDC1,bodo graduate school of business,
1972,01C641C3,budapest university of technology and economics,Hungary
1973,01E00A16,naropa university,United States
1974,01E2896A,bonn graduate school of economics,Germany
1975,01E4A2F2,international soil reference and information centre,Netherlands
1976,021F3C21,osun state university,Nigeria
1977,02276B44,greening australia,Australia
1978,0228492F,duke energy,United States
1979,02391ED0,university of newcastle school of medicine and public health,United Kingdom
1980,0246AFEE,haaga helia university of applied sciences,
1981,025EE986,hefei university,China
1982,0263295D,australian defence force academy,Australia
1983,02680782,devry university,United States
1984,0268A86A,university of gdansk,
1985,0279EF5B,presbyterian university college,Ghana
1986,027B2292,fluid operations,Germany
1987,027CD532,new zealand school of music,New Zealand
1988,027DBFAF,bradford university school of management,
1989,02945537,vestas,Netherlands
1990,02AC6C7F,university of southern mississippi,United States
1991,02D54009,norwegian institute of technology,
1992,02DA9D74,kathmandu university,Nepal
1993,02F24C79,nigerian institute of medical research,Nigeria
1994,02FFAE4D,banco de portugal,Portugal
1995,030E7CCF,indian institute of remote sensing,India
1996,031ED962,laurentian university,Canada
1997,03356722,abasyn university,Pakistan
1998,036F7892,cabinet office,Japan
1999,03827047,saint petersburg state university of civil aviation,Russia
2000,0386CC74,stony brook university school of medicine,
2001,03874B48,snecma,
2002,03886E50,arab academy for science technology maritime transport,
2003,038D9005,cranfield school of management,
2004,038F5762,mediterranea university of reggio calabria,
2005,03900150,lagrange college,United States
2006,03906F0B,lamsade,
2007,03A7998A,quester tangent corporation,
2008,03C054F6,huston tillotson university,
2009,03C7DF57,shandong women s university,China
2010,03DF0000,national institute of environmental research,South Korea
2011,03DF5607,department of housing,United States
2012,03FB7EDC,vishwakarma institute of information technology,
2013,04023E39,hoa sen university,Vietnam
2014,0403A9D4,bayer,Germany
2015,040BF374,university of florida college of medicine jacksonville,United States
2016,040F4314,tenneco,United States
2017,0410DB00,mount st mary s university,
2018,041AE11D,royal college of psychiatrists,United Kingdom
2019,041B2FFE,thales underwater systems,
2020,0429F364,kanto auto works,
2021,042C692F,mind institute,United States
2022,0459FDA0,international commission on missing persons,
2023,0476DD43,daejeon health sciences college,
2024,048704DB,yasuda women s university,
2025,04873D9F,centre for science and environment,India
2026,049A3A10,air resources laboratory,United States
2027,049CB172,kathmandu medical college,Nepal
2028,04B9F380,union electric company,
2029,04D21E7A,fmc technologies,United States
2030,04F31E26,university of applied sciences deggendorf,
2031,050CCBFB,la salle university colombia,Colombia
2032,051803B1,galapagos genomics,
2033,0537A13E,teikyo university,Japan
2034,0538AC16,coverity,
2035,0561EF2E,kurashiki university of science and the arts,Japan
2036,0563CA32,south asian university,India
2037,05655FB8,national obesity forum,
2038,0570C9A2,maulana azad national institute of technology,India
2039,058D3C66,arla foods,Denmark
2040,05A9F14A,university of kwazulu natal,
2041,05B8B3A0,birjand university of medical sciences,Iran
2042,061A86E7,university of arkansas at little rock,United States
2043,061BF8F3,harvard business school,United States
2044,06273754,steer davies gleave,
2045,062BC2E4,boston college,United States
2046,063353D7,hannibal lagrange university,
2047,06455B7F,international academy of business,Russia
2048,06641768,salt river project,
2049,068DC70D,agricultural university of athens,Greece
2050,068E8921,campion hall oxford,United Kingdom
2051,068FBCA8,karnatak university,India
2052,06949C41,kyushu kyoritsu university,Japan
2053,06A1D122,csl limited,
2054,06A4DD07,pontifical gregorian university,Italy
2055,06A65C2E,kepco e c,
2056,06B51A3E,niagara college,Canada
2057,06B84ADD,university of michigan school of social work,United States
2058,06BEE641,college of the canyons,United States
2059,06C1908E,china motor corporation,China
2060,06E3EBFC,balikesir university,
2061,06EE1F5D,brazilian institute of environment and renewable natural resources,Brazil
2062,06FAA0E2,bundelkhand institute of engineering technology,
2063,070CAF3B,dexia,
2064,0713A2B3,institute for applied information processing and communications,
2065,071AE4C7,shandong university of technology,China
2066,07731D90,okayama shoka university,Japan
2067,077CD0EB,saskpower,
2068,0780B3FA,institute of food research,United Kingdom
2069,07A3F27D,chiba keizai university,Japan
2070,07AB6F39,institute for logic language and computation,
2071,07AFDE89,ucl ear institute,
2072,07B9C59D,vaal university of technology,South Africa
2073,07BC3356,university of vienna,Austria
2074,07C0D020,university of maryland college of information studies,United States
2075,07C28853,walchand college of engineering sangli,
2076,07C417FE,visva bharati university,
2077,07C890A9,scottish crop research institute,
2078,07F84AD1,osaka sangyo university,Japan
2079,08033F42,buskerud university college,Norway
2080,083D2929,weidlinger associates,United States
2081,083E10AB,agilent technologies,United States
2082,0845FEE4,national institute for basic biology japan,Japan
2083,0861F76B,taipei physical education college,Taiwan
2084,0871F851,concern worldwide,United States
2085,08746E44,russian state geological prospecting university,Russia
2086,0882543D,university of information technology and sciences,Bangladesh
2087,0889C739,babasaheb bhimrao ambedkar university,India
2088,0893AB87,mariano marcos state university,Philippines
2089,0899E164,rijkswaterstaat,
2090,089FD783,university of buea,Cameroon
2091,08A821BE,bioversity international,Italy
2092,08ADCF85,university of miami,United States
2093,08B64D4F,universidade federal de vicosa,
2094,08C7C6C3,national child traumatic stress network,
2095,08CE8DF1,climatic research unit,Peru
2096,08DE2533,government of tamil nadu,India
2097,08F73C88,kathmandu,Nepal
2098,0912FA83,transgene sa,
2099,09231166,kogakkan university,Japan
2100,09266AF0,national taiwan ocean university,Taiwan
2101,093456D7,university of alberta,Canada
2102,0939B1CC,huntingdon college,United States
2103,0941BB05,united nations university international institute for software technology,
2104,0948C934,university of hildesheim,Germany
2105,096FF7DB,texas chiropractic college,United States
2106,097564F2,yenepoya university,India
2107,09857C84,dortmund university of applied sciences and arts,Germany
2108,0988F5E9,korea university sejong campus,
2109,09899E22,istituto nazionale di fisica nucleare,
2110,099B3253,southeast missouri state university,United States
2111,09BE7E87,lockheed martin aeronautics,
2112,09C84826,mimar sinan fine arts university,
2113,09C99495,case western reserve university school of law,United States
2114,09D753E1,chien hsin university of science and technology,Taiwan
2115,09ECF1FA,nova southeastern university college of osteopathic medicine,
2116,0A00EF35,triton college,United States
2117,0A17179F,investment technology group inc,
2118,0A275795,shahrekord university of medical sciences,Iran
2119,0A4270BF,pacific lutheran theological seminary,
2120,0A498830,dhi water environment,
2121,0A654BC1,dspace gmbh,
2122,0A6F7905,indian immunologicals limited,India
2123,0A70ED54,kobe shoin women s university,
2124,0A741B18,geneva centre for security policy,France
2125,0A7F477C,gettysburg college,United States
2126,0A82B175,canadian institutes of health research,Canada
2127,0A8BC63D,xavier institute of management bhubaneswar,
2128,0A8C7E3D,international research center for japanese studies,Japan
2129,0A925CAF,zentrum fur europaische wirtschaftsforschung,
2130,0AA0F190,kuvempu university,India
2131,0AA9A2CB,daegu cyber university,South Korea
2132,0AB5695D,idec corporation,
2133,0AC8F2B8,university of hyogo,Japan
2134,0AD224B5,thales communications,
2135,0AD3E4D8,indiana university kokomo,United States
2136,0AD9A717,paavai engineering college,
2137,0B017E94,south dakota school of mines and technology,United States
2138,0B052EDF,washington and lee university,United States
2139,0B1864CA,emory university school of law,United States
2140,0B1B8D25,university of passau,Germany
2141,0B1D177F,mosys,
2142,0B1EFB54,omsk state medical academy,Russia
2143,0B1FE4B7,lowell technological institute,
2144,0B20AE7B,qingdao binhai university,China
2145,0B4548D1,novo nordisk,United Kingdom
2146,0B528454,university of south dakota,United States
2147,0B54FBF6,united nations university,Spain
2148,0B5BE0C9,bundelkhand university,India
2149,0B640236,armed forces dna identification laboratory,
2150,0B6CE6CD,ion mincu university of architecture and urbanism,Romania
2151,0B77AB55,university of central punjab,Pakistan
2152,0B9AFB6B,st francis institute of technology,
2153,0BA10FD8,independence institute,
2154,0BA67E13,university of aberdeen,United Kingdom
2155,0BAD17B3,zuse institute berlin,Germany
2156,0BB40002,chungnam national university,South Korea
2157,0BB915ED,lander university,United States
2158,0BC0864F,burlington county college,
2159,0BC716A1,damodar valley corporation,
2160,0BE0BE40,shimonoseki city university,Japan
2161,0BF06896,artech house,
2162,0BFDCB51,cegep de l abitibi temiscamingue,
2163,0C0ADAA1,cem,United States
2164,0C10AF00,royan institute,Iran
2165,0C1C2B4A,northern arizona university,United States
2166,0C203E73,bermuda biological station for research,Bermuda
2167,0C21380B,comprehensive epilepsy center,
2168,0C292D58,center on media and child health,
2169,0C2D7F2F,medical college of wisconsin,United States
2170,0C39A13A,kyushu institute of design,Japan
2171,0C467639,valley city state university,United States
2172,0C5FC11F,malone university,United States
2173,0CBE8111,university of science and technology of hanoi,
2174,0CCCD766,shougang corporation,
2175,0CDD652C,ifugao state university,Philippines
2176,0D29C212,chettinad university,India
2177,0D442A84,dr rafael belloso chacin university,
2178,0DF6F3D6,codelco,
2179,0F1D278E,maharana pratap university of agriculture and technology,India
2180,0F508B66,ncs pte ltd,
2181,0F596D42,sahyadri school,
2182,0F61BE64,kiryu university,Japan
2183,0F8FE4F6,conservation through public health,
2184,0FBC9CEE,university of medicine and health sciences,Saint Kitts and Nevis
2185,0FC1956D,university of nebraska lincoln college of law,United States
2186,101EBC08,doaba college jalandhar,
2187,102ADDB8,bolivarian university of venezuela,Venezuela
2188,105DFD21,university of st thomas school of law,
2189,10720344,nord trondelag hospital trust,
2190,11492AAC,qinghai university for nationalities,China
2191,11919DB5,international turkmen turkish university,
2192,11A25CA1,rutgers school of nursing,
2193,1204116B,lesya ukrainka east european national university,Ukraine
2194,13C74C19,kentucky christian university,United States
2195,13ED56A5,cairn india,India
2196,13F8D6B4,monterrey institute of technology and higher education toluca,
2197,1F936B6B,academy of dramatic art university of zagreb,
2198,210581B1,federacao gaucha de futebol,
2199,336AE3EA,crh plc,
2200,336D4F9B,united states army space and missile defense command,United States
2201,33E121BF,wuhan sports university,China
2202,3487A473,suny adirondack,
2203,34A30FA0,international bureau of weights and measures,
2204,34E8F036,gm components holdings,
2205,34EB249A,global reporting initiative,
2206,34F79714,royal agricultural university,United Kingdom
2207,3535A912,life technologies,United States
2208,3579867F,bank of korea,South Korea
2209,3594A5F2,arai helmet,
2210,35BD7AF4,lonza group,
2211,35E9548E,singapore american school,Singapore
2212,3607CCC2,upc ireland,Ireland
2213,360D2888,endocyte,United States
2214,362847DD,finisar,United States
2215,3681C48D,the school of life,
2216,36865452,asg software solutions,
2217,368CD673,one america news network,
2218,36D3A771,california dental association,United States
2219,36F80BD2,financial services authority,United Kingdom
2220,37088679,ziauddin university,Pakistan
2221,3712C756,industrial college of the armed forces,
2222,3717E67E,insurance services office,
2223,373C075F,laajasalon palloseura,
2224,37450788,new england school of communications,United Kingdom
2225,3749E96F,indiana statewide testing for educational progress plus,India
2226,4C4403A7,lagoon hospitals,
2227,4C4E68BF,healtheast care system,United States
2228,4C515687,holy spirit hospital,India
2229,4C55BFEE,bmc software,United States
2230,4C58B737,dimagi,United States
2231,4C5CF5E7,graphic era hill university,
2232,4C60D9D8,global development network,India
2233,4C673A7A,defense logistics agency,United States
2234,4C88A0FB,worcester art museum,United States
2235,4C9815F7,council of canadian academies,
2236,4C9CCEBB,institute of peace and conflict studies,
2237,4CB901F2,catholic university of lyon,France
2238,4CD93545,raja ramanna centre for advanced technology,India
2239,4CE4AF89,st luke s university health network,
2240,4CE58140,rajagiri,India
2241,4D1FD01C,wisconsin department of public instruction,United States
2242,4D3983F6,helen keller international,United States
2243,4D409E38,bureau of animal industry,
2244,4D47A642,rosatom,Russia
2245,4D6D8456,united states department of health and human services,United States
2246,4D704964,oeschger centre for climate change research,France
2247,4DB95633,tasmanian museum and art gallery,Australia
2248,4DC37C0E,bangladesh bioethics society,Bangladesh
2249,4DC7855A,consumers union,United States
2250,4DCF67F0,gansu provincial museum,
2251,4DD44199,pininfarina,Italy
2252,4DE9087F,nebraska medical center,United States
2253,4DF0D510,academy for urban school leadership,
2254,4DF6D919,international hiv aids alliance,
2255,4E036A1C,nominum,
2256,4E07EDFD,bethesda softworks,
2257,4E1019E9,catalyst,United States
2258,4E14B904,national transportation research center,
2259,4E154E42,michigan department of community health,United States
2260,4E1FDB83,turkish airlines,
2261,4E2566D6,united kingdom department of health,United Kingdom
2262,4E3B3978,genomatix,
2263,4E3EB435,the coca cola company,
2264,4E5AD865,middle east airlines,
2265,4E666F8A,national collegiate scouting association athletic recruiting,
2266,4E82707A,national archives and records administration,United States
2267,4E8AC000,west,United States
2268,4EA579D1,british airways,United Kingdom
2269,4EB3C7C3,c u shah university,
2270,4EB86E62,hong kong environmental protection department,Hong Kong
2271,4EE086C5,united states information agency,United States
2272,4F0FAF38,fred hutchinson cancer research center,United States
2273,4F23A2D8,gevo inc,
2274,4F247BB3,national maritime museum,United States
2275,4F4B7F14,united states department of defense,United States
2276,4F5A5C10,world resources institute,United States
2277,4F709844,mascoma corporation,
2278,4F73F1BC,massachusetts highway department,United States
2279,4F981EAD,riyadh military hospital,
2280,4FAA2A20,texas department of criminal justice,United States
2281,4FDC0548,american bird conservancy,
2282,4FDCE39A,insee,United Kingdom
2283,4FEA4569,royal institution,United Kingdom
2284,4FF46AC6,utah state industrial school,United States
2285,5001790A,ubisoft montreal,Canada
2286,501201BE,centro universitario de belo horizonte,
2287,84007934,louisville astronomical society,
2288,00069070,appalachian state university,United States
2289,00096B11,university of san carlos,Philippines
2290,000B6574,alice lloyd college,United States
2291,001D5664,ge transportation,
2292,0038C506,saroj mohan institute of technology,
2293,003D31B1,bayer healthcare pharmaceuticals,
2294,003F0504,national institute of building sciences,United States
2295,0065B6B2,carrier corporation,
2296,0065CA73,national academy of public administration,Ukraine
2297,007B93A0,department of computer science university of illinois at urbana champaign,United States
2298,008D3621,fisk university,United States
2299,00AD4109,phillips laboratory,
2300,00B57B9C,mokpo national university,South Korea
2301,00BA324F,posts and telecommunications institute of technology,
2302,00BC39CF,hakuoh university,Japan
2303,00C5F143,american university school of public affairs,
2304,00D5E49B,florida international university college of law,United States
2305,00F85EDF,university of houston downtown,
2306,00FCC8AE,national pingtung university of science and technology,Taiwan
2307,0102EE1C,university of swaziland,Swaziland
2308,0121F4D8,jamk university of applied sciences,Finland
2309,0138C283,cochin university of science and technology,India
2310,01426FC2,university grants commission,Sri Lanka
2311,0147F037,aix marseille university,
2312,01493FEE,rishi bankim chandra colleges,
2313,014BE0FE,university of minnesota school of dentistry,United States
2314,01540362,knox theological seminary,United States
2315,0159FE4E,williams college,United States
2316,01776B6C,university of massachusetts amherst,United States
2317,018AC5C9,oxford policy management,United Kingdom
2318,01A27231,invitrogen,
2319,01AE9F18,institut national des sciences appliquees de rennes,
2320,01BE1C50,the advisory board company,
2321,01CCFB1D,international sos,
2322,01CEEC11,university of caxias do sul,Brazil
2323,01E3C070,universidad del tolima,Peru
2324,01E763CA,scuola superiore di catania,
2325,01F0B0D1,ambrose university college,
2326,01FE8EEB,charotar university of science and technology,India
2327,01FF2D19,glendon college,
2328,020B2F2F,princeton university department of psychology,United States
2329,021B54E0,ircam,
2330,0223E579,university of misan,Iraq
2331,022BD15B,institute of medical science,India
2332,024CE0F4,director of public prosecutions,
2333,024F60D8,xinyang agricultural college,
2334,0256D36C,indian institute of information technology design manufacturing kancheepuram,India
2335,026F852D,faculte de medecine universite de sherbrooke,Canada
2336,0275D3A8,national agricultural research centre,France
2337,027B658D,ege university,Pakistan
2338,02AA4597,capital fund management,France
2339,02B0FCD7,phillips graduate institute,United States
2340,02B1C5D7,university of calabria,Italy
2341,02B3FA26,belarusian state university of transport,Belarus
2342,02C5B2D5,federal reserve bank of boston,United States
2343,02CEACC3,hydro quebec,Canada
2344,02D2BB20,universidad anahuac mexico norte,Mexico
2345,02D4CFC6,f secure,
2346,02D7B0B1,mulawarman university,Indonesia
2347,02DCB29C,christ university,India
2348,02E30242,rohm and haas,
2349,02E5D073,universite felix houphouet boigny,
2350,02F85105,hamad medical corporation,Qatar
2351,030D75DA,vestfold university college,Norway
2352,03167406,daido university,Japan
2353,032811CC,mexican institute of petroleum,Mexico
2354,032B04F8,ismett,
2355,0352694C,arizona state university,United States
2356,0357BB04,agip,
2357,035DCC8F,libin cardiovascular institute of alberta,Canada
2358,035FBC0C,westchester community college,
2359,03640896,asansol engineering college,
2360,036D3F96,vetco,
2361,037632F0,romanian academy,Romania
2362,03787CFD,archelon the sea turtle protection society of greece,Greece
2363,03852874,gas technology institute,United States
2364,038A907F,lg display,
2365,038AB8AE,university of south florida sarasota manatee,United States
2366,038C5D19,universidade federal do vale do sao francisco,
2367,03938F5E,instituto tecnologico de morelia,
2368,039932AA,national institute of population and social security research,Japan
2369,03C49B37,toyama prefectural university,Japan
2370,03C69AEB,pontifical biblical institute,
2371,03D71592,hong kong shue yan university,Hong Kong
2372,03E74D55,universitas nasional,Indonesia
2373,03E818DD,gardner webb university,
2374,03FBBAF9,nova school of business and economics,
2375,040B82F8,delaware county community college,United States
2376,040FD77D,tel hai academic college,Israel
2377,04174390,usc viterbi school of engineering,
2378,041BEFB7,fujikura,United States
2379,04255669,institute of technology blanchardstown,
2380,042BE26D,cardinal stefan wyszynski university in warsaw,
2381,0439A3F6,karlsruhe university of applied sciences,Germany
2382,044AEF70,vcu medical center,
2383,044AFD8A,doshisha women s college of liberal arts,Japan
2384,045BA424,university of applied sciences kaiserslautern,Germany
2385,045E8E37,akzonobel,United States
2386,046DC825,ev group,Canada
2387,0479D41B,national institute of oceanography india,India
2388,0480600A,johnson state college,
2389,048B9F46,national research institute of police science,Japan
2390,048F8501,population services international,United States
2391,04A640B9,national rural electric cooperative association,
2392,04A7FDB8,indian statistical institute delhi centre,India
2393,04B5AF88,asahi glass co,
2394,04C2D776,magna steyr,
2395,04C8EB66,university of guam,Guam
2396,04C9DCFC,university of world economy and diplomacy,Uzbekistan
2397,04CD56DD,carroll college,United States
2398,04E23C9B,network rail,United Kingdom
2399,04EF2D2B,penn state milton s hershey medical center,
2400,04FFA7EC,oporto polytechnic institute,Portugal
2401,0502A721,hyogo university,Japan
2402,0507994B,faculty of humanities,
2403,051400C0,central arizona college,United States
2404,0532B1F1,lister institute of preventive medicine,United Kingdom
2405,05358C9F,shukutoku university,Japan
2406,05469A31,kennametal,United States
2407,0547768D,anna maria college,United States
2408,0589E9DB,european graduate school,Switzerland
2409,05923576,whittier law school,
2410,059ED226,galatasaray university,Turkey
2411,05A36F17,universite laval faculty of law,Canada
2412,05B6B136,hungkuang university,Taiwan
2413,05B89196,rutgers school of law newark,
2414,05B8FD55,ebonyi state university,Nigeria
2415,05C03FD9,cemex,Switzerland
2416,05C5026C,noorul islam university,India
2417,05C9E5EC,food products association,
2418,05E740A3,mississippi state university,United States
2419,0601696D,urs corporation,United Kingdom
2420,06392FE9,alaska department of fish and game,United States
2421,06486F6F,university of finance and administration,Czech Republic
2422,064F5547,biomax informatics ag,
2423,0652A5B8,hebei university of engineering,China
2424,066B66D3,harcourt butler technological institute,
2425,0681D939,beijing foreign studies university,China
2426,068B2852,department of sustainability environment water population and communities,
2427,0692A285,kookmin university,South Korea
2428,0693F65D,lovely professional university,India
2429,06A8AC55,st gregory s university,
2430,06B6564B,california western school of law,United States
2431,06B67DF9,kaye academic college of education,Israel
2432,06C27DBF,kumoh national institute of technology,South Korea
2433,06CD0F94,coalition for networked information,United States
2434,06CE3159,university of calicut,India
2435,06CFCFCC,universidade de cruz alta,Brazil
2436,06D7EC0F,aalto university school of engineering,
2437,06DA32E7,china mobile research institute,China
2438,06DA57E7,university of jordan,Jordan
2439,06E63100,foley lardner,
2440,07113470,keiai university,Japan
2441,07184526,nanzan university,Japan
2442,071D86EC,university of michigan school of dentistry,United States
2443,072418EC,kumamoto gakuen university,Japan
2444,07248FC0,johns hopkins school of nursing,United States
2445,072AA324,imam hossein university,Iran
2446,073C89D1,sonatrach,Algeria
2447,074029EB,chinhoyi university of technology,Zimbabwe
2448,074D14E8,new bulgarian university,Bulgaria
2449,074E8812,british homeopathic association,
2450,0768CFC1,basel institute for immunology,
2451,07A05393,taipei college of maritime technology,Taiwan
2452,07A45F41,smithsonian tropical research institute,United States
2453,07C5BA24,japan academy,Japan
2454,07C6A3F3,riga graduate school of law,Latvia
2455,07CC35F1,ural federal university,Russia
2456,07DC142F,biblical theological seminary,United States
2457,07EFF0AD,bexley college,United Kingdom
2458,07FD5417,st michael s college toronto,Canada
2459,0801053E,marlborough college,
2460,08065FFD,bandung institute of technology,
2461,080A8F43,chicago mercantile exchange,United States
2462,081277CB,archer,United States
2463,0816986D,boston state college,United States
2464,0826B45E,state university of paraiba,
2465,0826E0F3,tianjin university of technology,China
2466,08357267,dr grd college of arts and science,
2467,0842194B,international school for advanced studies,Italy
2468,08518409,world maritime university,Sweden
2469,085FC56C,university of technology of troyes,France
2470,0875AFBC,central university of ecuador,Ecuador
2471,0875FF58,pediatric oncology group,Canada
2472,08853520,institute of cancer research,United Kingdom
2473,0887F7F2,okinawa university,Japan
2474,089D722C,apache corporation,
2475,089DDE41,macdonald dettwiler and associates,
2476,08B3CC61,sdrc,
2477,08BB8DA0,enseeiht,
2478,08BDCA25,university of liverpool,United Kingdom
2479,08CE5FD2,suri vidyasagar college,Japan
2480,08D2DDCA,tohwa university,Japan
2481,08EA2DF3,tokyo dental college,Japan
2482,08F8B87B,maidstone and tunbridge wells nhs trust,United Kingdom
2483,08FA3152,center of mathematical sciences zhejiang university,China
2484,0912F9A4,chosun university,South Korea
2485,0915105C,tomsk state university of architecture and building,Russia
2486,0921F381,college of veterinary and animal sciences mannuthy,
2487,092DE23C,boston college law school,United States
2488,0932D61D,tasc inc,
2489,09447B71,institute of biosciences and technology,
2490,09466084,sainsbury s,
2491,09844C0A,national institute of development administration,Thailand
2492,098A712E,department of computer science university of oxford,United Kingdom
2493,098CE675,erie community college,United States
2494,099B472E,west chester university of pennsylvania,United States
2495,09C5D6D2,department of civil and environmental engineering university of illinois at urbana champaign,United States
2496,09CDBEEF,kyoto koka women s university,Japan
2497,09E7BE12,medical university of silesia,Poland
2498,09F26814,national healthcare group,
2499,0A043145,whitworth university,United States
2500,0A04EDD1,krishna institute of engineering and technology,
2501,0A0D316F,hachinohe institute of technology,Japan
2502,0A1E7728,norwich university,United Kingdom
2503,0A25A483,university of south australia,Australia
2504,0A2C672E,department of business management university of calcutta,
2505,0A395991,sagem,
2506,0A4A2E5D,thomas edison state college,United States
2507,0A72703B,academy of medical royal colleges,United Kingdom
2508,0A73784D,hobart corporation,
2509,0A7E8273,ecole nationale veterinaire de toulouse,
2510,0A85E03A,central bank of barbados,
2511,0A89D69F,university of illinois at chicago college of dentistry,United States
2512,0A92FD1D,madison area technical college,United States
2513,0A93A957,california baptist university,United States
2514,0A984C51,ursinus college,United States
2515,0A98F168,western institute,United States
2516,0ABF0781,mehran university of engineering and technology,Pakistan
2517,0AC4F7D1,iwate medical university,Japan
2518,0AC8254B,sammilani mahavidyalaya,
2519,0AC8DC36,computer laboratory university of cambridge,United Kingdom
2520,0ACBF8D3,saint meinrad seminary and school of theology,United States
2521,0AD2E488,reims management school,
2522,0AD91E9A,magdalene college cambridge,United Kingdom
2523,0AFEA898,ambassador college,
2524,0AFEE293,marion merrell dow,
2525,0B051CFE,reis robotics,Germany
2526,0B057938,korea military academy,South Korea
2527,0B099AEF,sydney college of advanced education,Australia
2528,0B0DE0CE,cotton college guwahati,
2529,0B1F31D0,mennonite central committee,
2530,0B379307,cereteth,
2531,0B3FD6FC,pacific disaster center,United States
2532,0B435A3C,international institute of information technology,India
2533,0B5B1194,joint institute for nuclear astrophysics,
2534,0B74E174,shaoxing university,China
2535,0B86967B,stord haugesund university college,
2536,0B8E5063,state university of west parana,
2537,0BB2E7DD,omsk state pedagogical university,Russia
2538,0BD0F776,university of auvergne,France
2539,0BD1F1E6,national institute for social work,
2540,0BD533E2,university of saskatchewan college of medicine,Canada
2541,0BEE9093,technological university of pereira,Colombia
2542,0BF58B24,musashino university,Japan
2543,0C04E0C2,saint peter s university,
2544,0C1AE110,nova southeastern university,United States
2545,0C2A1E31,cirrus logic,United States
2546,0C3A7085,rohde schwarz,
2547,0C3BAC1F,nankai university,China
2548,0C48BD04,nexen,Canada
2549,0C56F6F6,periyar maniammai university,India
2550,0C6F61EA,university of agricultural sciences and veterinary medicine of cluj napoca,Romania
2551,0C8157FD,university of nizwa,Oman
2552,0C94751F,dr yashwant singh parmar university of horticulture and forestry,
2553,0C9FE57F,beta,United States
2554,0CD09361,university of glasgow school of veterinary medicine,United Kingdom
2555,0D12638B,michigan state university college of engineering,United States
2556,0D4C88EF,institute of agriculture and animal science,
2557,0D735074,barts health nhs trust,United Kingdom
2558,0D9391C5,university school of physical education in krakow,Poland
2559,0DC0E232,adventist healthcare,United States
2560,0E00B679,australian army veterinary corps,Australia
2561,0E0D2367,kingston business school,Jamaica
2562,0E308671,british interplanetary society,United Kingdom
2563,0E41D5FB,pendrell corporation,
2564,0E46E45C,agricultural university of krakow,
2565,0EF24268,baranov central institute of aviation motor development,Russia
2566,0F21647E,u s steel,
2567,0FBDFA30,compx international inc,
2568,0FBF302D,natco group,
2569,0FEC4D35,canterbury archaeological trust,
2570,101ADF2A,steyr motors gmbh,
2571,10309755,outboard marine corporation,
2572,1067AD78,universidad valladolid,
2573,11173AC2,national defence university,Romania
2574,11288A1B,oshkosh corporation,
2575,11CF886C,south carolina research authority,United States
2576,11F027C0,higher education commission of pakistan,Pakistan
2577,1227A8A5,denbury resources,
2578,127055B0,dignitas international,Malawi
2579,12C92C99,aea technology,
2580,146DF723,venable llp,
2581,1473353B,australasian wader studies group,
2582,223236A3,rayat institute of engineering information technology,
2583,32EC5114,ameresco,
2584,33B5F3E6,global tungsten powders corp,
2585,33B7784F,city of glasgow college,United Kingdom
2586,33C7427F,esro,
2587,33DFC828,aalto university school of business,
2588,341F54E1,information security forum,
2589,349F3889,icct colleges foundation inc,
2590,34ABE061,oles honchar dnipropetrovsk national university,Ukraine
2591,34B0CF2E,paul ehrlich institute,
2592,34B5C24C,raychem corporation,
2593,34EA37D1,vti instruments,
2594,3549FE8A,ctb mcgraw hill,
2595,357D5969,nextmedia group,
2596,3586F368,national republican congressional committee,
2597,35A2C61E,qiqihar medical university,China
2598,35BF11D6,ryder,Poland
2599,35E35313,global university gu,
2600,363F45B2,carlisle companies,
2601,368FF09B,kma,United States
2602,3789607A,cabela s,
2603,4C46417F,variable energy cyclotron centre,India
2604,4C4A90B4,naturhistorisches museum,Germany
2605,4C54202D,darpa,Turkey
2606,4C6AD69B,office of education,United States
2607,4C932759,norwegian space centre,Norway
2608,4CB78DFF,atkins,United States
2609,4CCC2B02,north carolina department of correction,United States
2610,4CD6BD82,national center for education statistics,
2611,4CD91082,solarmer energy inc,
2612,4CDD3F47,san antonio military medical center,United States
2613,4CE54A6A,bureau of labor statistics,
2614,4CE739AE,detroit institute of arts,United States
2615,4CEDF74F,national portrait gallery,United States
2616,4CFDF2B8,north east wales nhs trust,
2617,4D0315A5,electro voice,
2618,4D1B3F58,american institutes for research,United States
2619,4D31A8AF,canadian hydrographic service,Canada
2620,4D37C10E,seattle children s,
2621,4D3AC024,los angeles county department of public works,United States
2622,4D3E51DC,yamaha corporation,
2623,4D6039C9,science and development network,
2624,4D6CC441,drugs for neglected diseases initiative,Switzerland
2625,4DB3FEED,applus idiada,
2626,4DB892C9,brotherhood of st laurence,Australia
2627,4DB8954A,cornell tech,United States
2628,4DBF3DD7,triumf,Canada
2629,4DC2EED5,gibbon conservation center,
2630,4DE327C6,museum of london,United Kingdom
2631,4DF1EC85,south african airways,South Africa
2632,4DF69E9F,results for development institute,United States
2633,4E09DDE4,minas tenis clube,
2634,4E20C567,georgia department of education,United States
